id,equipment_type,inspection_type,serial_number,expiry_date,status,capacity_ton,leg,location,created_at
b979bb48-e7b2-4e55-b7a7-1ee6d9b5a129,Sling,"Visual Inspection",NPS-3783,2026-09-27,Valid,27.6,4,PU-12,"2026-04-18 11:15:20.569001+00"
73277ec5-5920-42ca-a554-f7cc7af568ff,Boomer,"Visual Inspection",NPS-3918,2026-10-19,"Expiring Soon","","",Yard,"2026-04-18 11:15:20.569001+00"
978f69a9-403d-4d34-b37f-5b9488030858,Boomer,"Visual Inspection",NPS-3933,2026-10-19,"Expiring Soon","","",Yard,"2026-04-18 11:15:20.569001+00"
3f42aa3b-d4ad-408f-ac01-68539667ffe1,Boomer,"Visual Inspection",NPS-4282,2026-10-19,Expired,"","",Yard,"2026-04-18 11:15:20.569001+00"
d941b312-3f9a-444c-8c7f-17253225dbd4,Boomer,"Visual Inspection",YT-03,2026-10-19,Valid,"","",Yard,"2026-04-18 11:15:20.569001+00"
95432ce5-7c22-45b3-adaa-1d96d3c1d3ff,Boomer,"Visual Inspection",2189-06,2026-10-19,"Expiring Soon","","",Yard,"2026-04-18 11:15:20.569001+00"
07dbc468-9f6a-4cff-bfb1-ad3df2a71a02,Boomer,"Visual Inspection",FJ-8075,2026-10-19,"Expiring Soon","","",Yard,"2026-04-18 11:15:20.569001+00"
d11a4a09-cc44-44a1-922a-e053817e39cc,"Come Along","Visual Inspection",2404158,2026-10-19,"Expiring Soon",1.6,"",TB-720,"2026-04-18 11:15:20.569001+00"
16e4d825-ac8a-46be-b339-bfbd9de70b1a,Chain,"Visual Inspection",NPS-2440,2026-10-19,"Expiring Soon",3.15,1,Yard,"2026-04-18 11:15:20.569001+00"
a91512c3-9b52-418e-9c7e-0087ac143d81,Chain,"Visual Inspection",NPS-3456,2026-10-19,"Expiring Soon",3.15,1,TB-713,"2026-04-18 11:15:20.569001+00"
9161cddc-6274-4c9d-b441-1159126efb2b,Chain,"Visual Inspection",NPS-4289,2026-10-19,Valid,5.2,1,Yard,"2026-04-18 11:15:20.569001+00"
612a18dc-537a-4edf-924b-f028c74a8a34,Chain,"Visual Inspection",NPS-4304,2026-10-19,Valid,5.3,1,Yard,"2026-04-18 11:15:20.569001+00"
26b17cdf-ad6f-4ad0-9be7-890de4383fc8,Chain,"Visual Inspection",NPS-4302,2026-10-19,Valid,5.3,1,Yard,"2026-04-18 11:15:20.569001+00"
b27c0eee-ff64-4dc4-bef2-868e3274f0f7,Sling,"Visual Inspection",MF-118,2026-08-06,Valid,18,4,N2-410,"2026-04-18 11:15:20.569001+00"
2ee0073a-9dc7-47e2-bdc5-d970a6ec2bf7,Sling,"Visual Inspection",076667-003A,2026-08-06,Valid,13.6,4,N2-416,"2026-04-18 11:15:20.569001+00"
d6a6cce5-229d-4d1b-ac4e-0b9a79b64978,Sling,"Visual Inspection",SA-212,2026-08-13,Valid,17.85,4,N2-411,"2026-04-18 11:15:20.569001+00"
45ec73f4-6508-48ae-9804-55d00c94179a,Sling,"Visual Inspection",NPS-2003,2026-08-16,Valid,27.6,4,ST-004,"2026-04-18 11:15:20.569001+00"
01ef082a-bc2b-437e-bb69-95586b6d920f,Sling,"Visual Inspection",NPS-9784,2026-08-06,Valid,27.6,4,ST-003,"2026-04-18 11:15:20.569001+00"
3b57f64b-8a76-4711-9b9a-e5e3688d0744,Sling,"Visual Inspection",NPS-4996,2026-07-19,Valid,27.6,4,ST-001,"2026-04-18 11:15:20.569001+00"
d92ff01c-317f-45b3-9e2b-bc52db2e69c1,Sling,"Visual Inspection",NPS-164,2026-09-27,Valid,18,4,ST-35-2002,"2026-04-18 11:15:20.569001+00"
9f8768c4-95d5-4406-bc71-04563c1b04bd,Sling,"Visual Inspection",HBWRS-01,2026-09-27,Valid,24.8,1,"Spreader Bar-07","2026-04-18 11:15:20.569001+00"
62a7f25b-218c-4890-967a-563d22344b96,Sling,"Visual Inspection",7001-1,2026-09-27,Valid,24.8,1,"Spreader Bar-07","2026-04-18 11:15:20.569001+00"
c836bbc8-2956-4dba-9c18-c31b566c9aaa,Sling,"Visual Inspection",B0015,2026-09-27,Valid,24.8,1,"Spreader Bar-07","2026-04-18 11:15:20.569001+00"
6a12f40c-1827-4aa6-a378-3db1635c8114,Sling,"Visual Inspection",301792-80,2026-09-27,Valid,24.8,1,"Spreader Bar-07","2026-04-18 11:15:20.569001+00"
7565465c-2a0b-423f-b5fc-3e4348a0314d,Sling,"Visual Inspection",NPS-2489,2026-07-24,Valid,35,1,"Spreader Bar-12","2026-04-18 11:15:20.569001+00"
8bdde2fa-ac75-4fe3-9899-bf183229e5ba,Sling,"Visual Inspection",NPS-2421,2026-07-24,Valid,35,1,"Spreader Bar-12","2026-04-18 11:15:20.569001+00"
bd0b8373-cefc-4d9a-85a2-afbe19da4b4a,Sling,"Visual Inspection",NPS-2422,2026-07-24,Valid,35,1,"Spreader Bar-12","2026-04-18 11:15:20.569001+00"
ea6b6941-7f06-4eb9-9ad8-2b45d4f23981,Sling,"Visual Inspection",NPS-2492,2026-07-24,Valid,35,1,"Spreader Bar-12","2026-04-18 11:15:20.569001+00"
8d5c13d9-9b1a-47c3-8542-8492efd6d7b6,Sling,"Visual Inspection",NPS-2151,2027-07-24,Valid,35,1,"Spreader Bar-04","2026-04-18 11:15:20.569001+00"
ee962f4c-d122-426a-9be8-1d95afe32dd7,Sling,"Visual Inspection",NPS-2148,2027-07-24,Valid,35,1,"Spreader Bar-04","2026-04-18 11:15:20.569001+00"
6c5f52e6-ea24-4785-b664-c32c570d06ae,Sling,"Visual Inspection",NPS-5239,2027-07-24,Valid,35,1,"Spreader Bar-04","2026-04-18 11:15:20.569001+00"
9c3cf86f-de27-49a8-9a70-ebf5affe0132,Sling,"Visual Inspection",NPS-5240,2027-07-24,Valid,35,1,"Spreader Bar-04","2026-04-18 11:15:20.569001+00"
243654e8-8109-4132-a60a-6d494859b3be,Sling,"Visual Inspection",NPS-5232,2026-08-03,Valid,25,1,SR-190-M112-SL00417388SP,"2026-04-18 11:15:20.569001+00"
cb177bc4-db73-491e-977d-86c90062d87b,Sling,"Visual Inspection",NPS-5231,2026-08-03,Valid,25,1,SR-190-M112-SL00417388SP,"2026-04-18 11:15:20.569001+00"
b95e38e4-55fa-4437-afdb-a1b8428b337f,Sling,"Visual Inspection",DNV-067675-002,2026-08-03,Valid,25,1,SR-190-M112-SL00417388SP,"2026-04-18 11:15:20.569001+00"
7b441cad-f478-4550-91d2-2151e61581d8,Sling,"Visual Inspection",DNV-067675-001,2026-08-03,Valid,25,1,SR-190-M112-SL00417388SP,"2026-04-18 11:15:20.569001+00"
884b1e11-eee3-41cd-ae31-e23f062cceef,Sling,"Visual Inspection",NPS-4998,,Valid,35,1,"Spreader Bar-01","2026-04-18 11:15:20.569001+00"
bb8c8d2f-372f-492e-b4b2-5b932155724d,Sling,"Visual Inspection",NPS-2491,,Valid,35,1,"Spreader Bar-01","2026-04-18 11:15:20.569001+00"
d69e35b5-dc86-4f26-8360-63de8c6319dd,Sling,"Visual Inspection",9001-3,,Valid,"",1,"Spreader Bar-01","2026-04-18 11:15:20.569001+00"
946b53a5-5ba4-468f-9f5e-ee1827c50b60,Sling,"Visual Inspection",9001-2,,Valid,"",1,"Spreader Bar-01","2026-04-18 11:15:20.569001+00"
ee805c3a-3522-4cce-8afd-7e15aa59da32,Sling,"Visual Inspection",NPS-2149,,Valid,"",1,"Spreader Bar-11","2026-04-18 11:15:20.569001+00"
66a257cd-77b1-4729-9cae-19f47e242bbc,Sling,"Visual Inspection",KD2511255,,Valid,"",1,"Spreader Bar-11","2026-04-18 11:15:20.569001+00"
a4c0f12c-4ac2-48db-81d5-9f5c47f225db,Sling,"Visual Inspection",NPS-2150,,Valid,"",1,"Spreader Bar-11","2026-04-18 11:15:20.569001+00"
493bbe44-6f59-4f34-9b84-c3897a020f38,Sling,"Visual Inspection",NPS-2493,,Valid,"",1,"Spreader Bar-11","2026-04-18 11:15:20.569001+00"
1285b939-499e-4146-80d3-8849f71b7a43,Sling,"Visual Inspection",NPS-2549,2026-08-27,Valid,27.6,4,BM-15-074,"2026-04-18 11:15:20.569001+00"
04c7cd07-ec91-41fa-8f96-c2deaa223fcf,Sling,"Visual Inspection",MF-116,2026-07-18,Valid,18,4,N2-402,"2026-04-18 11:15:20.569001+00"
e747330c-fd9d-482c-8fc9-92c61324772b,Sling,"Visual Inspection",157320,2026-07-06,Valid,15,4,OHS-567,"2026-04-18 11:15:20.569001+00"
a01a4feb-6300-4777-96d8-487594e9f02f,Chain,"Visual Inspection",2189-08,2026-09-27,Valid,3.15,1,TB-710,"2026-04-18 11:15:20.569001+00"
68dc9817-8ecb-4c46-aabf-2ebe74f0fc1f,Sling,"Visual Inspection",NPS-2479,2026-08-07,Valid,13,4,"Spooling area","2026-04-18 11:15:20.569001+00"
0a686916-3b36-469f-936a-7e24294616c4,Sling,"Visual Inspection",GOHS-29,2026-07-10,Valid,18,4,OHS-537,"2026-04-18 11:15:20.569001+00"
11a62b3c-1016-4218-a6fd-f5c4f48c3373,"Wire Rope Pulling Sling","Visual Inspection",NPS-5014,2026-09-27,Valid,3.3,1,"","2026-04-18 11:15:20.569001+00"
37141444-60d4-4305-904f-d2cd74232f32,"Lifting Belt","Visual Inspection",TJ92003758,2026-09-30,Valid,2,"",Yard,"2026-04-18 11:15:20.569001+00"
d3cca28b-301b-40ce-b9e1-a38106bad0f5,"Lifting Belt","Visual Inspection",TJ96003534,2026-09-30,Valid,2,"",Yard,"2026-04-18 11:15:20.569001+00"
0b8f37ba-f278-4db3-82bd-744830f2146c,"Lifting Belt","Visual Inspection",LB54235,2026-09-30,Valid,3,"",Yard,"2026-04-18 11:15:20.569001+00"
c86115b9-85a4-4ac3-b824-8f748688a845,"Lifting Belt","Visual Inspection",TJ59007708,2026-09-30,Valid,3,"",Yard,"2026-04-18 11:15:20.569001+00"
e5f1266e-ac58-4306-aeaa-f630b8b21e18,"Lifting Belt","Visual Inspection",TJ172867,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
270db0ad-e3ea-4ad5-8631-00db7a38c797,"Lifting Belt","Visual Inspection",UT4309,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
da8cea7b-9615-4aba-80f8-cb77b29000ef,"Lifting Belt","Visual Inspection",2145-02,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
27fefc42-26e1-41fc-9a87-e0eb79abd2e2,"Lifting Belt","Visual Inspection",2145-05,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
f11f5ea7-ad7f-4572-b38e-f7181062f88e,"Lifting Belt","Visual Inspection",U39535,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
5034781a-0cab-4df3-aac5-c9fc1671ebde,"Lifting Belt","Visual Inspection",TJ172911,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
c15dbea7-0a4c-410d-a78a-51fedf5f1989,"Lifting Belt","Visual Inspection",TJ172904,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
f31bfd1a-195f-4462-906e-f4d4061eb462,"Lifting Belt","Visual Inspection",TJ172897,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
1b098513-716d-431b-8688-c2df9ac84e67,"Lifting Belt","Visual Inspection",TJ172905,2026-09-30,Valid,6,"",Yard,"2026-04-18 11:15:20.569001+00"
decad841-ae65-4d91-9d0f-c93435d1d8b1,"Lifting Belt","Visual Inspection",2509371,2026-09-30,Valid,3,"",Yard,"2026-04-18 11:15:20.569001+00"
ae3aee2a-2ef6-4915-9518-9752a05784ff,"Lifting Belt","Visual Inspection",2509274,2026-09-30,Valid,3,"",Yard,"2026-04-18 11:15:20.569001+00"
4bdbd605-459f-40a2-a16f-a93751b356b5,"Lifting Belt","Visual Inspection",U39536,2026-09-30,Valid,6,"",TB-710,"2026-04-18 11:15:20.569001+00"
e6511651-315a-47f7-89c1-a508b60798e0,"Lifting Belt","Visual Inspection",48801,2026-05-24,Valid,6,"",TB-713,"2026-04-18 11:15:20.569001+00"
2335b2c0-fa48-427e-ab44-fd4cf3d82eaa,"Lifting Belt","Visual Inspection",2475-15,2026-07-24,Valid,6,"",TB-720,"2026-04-18 11:15:20.569001+00"
ffdb0b8d-bb39-414c-85fb-fcbc3a2a98dd,Sling,"Visual Inspection",AZ-556,2026-07-24,Valid,6,"",TB-720,"2026-04-18 11:15:20.569001+00"
adcad2e1-96a8-449c-8942-6d89773b1278,Sling,"Visual Inspection",MF-132,2026-03-28,Expired,18,4,OHS-272,"2026-04-18 11:15:20.569001+00"
e7db1726-b0bf-4f56-901f-ad08b94e3cb1,Sling,"Visual Inspection",NPS-5263,2026-10-15,Valid,18,4,INJ-719/726,"2026-04-18 11:15:20.569001+00"
edab5ff9-0988-4b79-b053-dc3f69159527,"Control Cabin",MPI,CC-726,2026-07-11,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
97c8b920-ffec-4819-ae6b-ba7d00012a12,"Control Cabin",MPI,CC-722,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
129f52dc-4ec6-4971-9d23-720c3b4ca7ca,"Control Cabin",MPI,CC-724,2026-08-26,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
72ff3e77-69af-4bde-b8a5-34ae9ab6eed6,"Power Pack",MPI,PP-723,2026-08-31,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
eedd3fd7-a2af-458a-8c0b-e5e6c22b0713,"Power Pack",MPI,PP-722,2026-09-13,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
f54a64e2-9e1f-4742-a250-c032f5929326,"Power Pack",MPI,PP-724,2026-08-26,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
88607208-ca67-41b7-b47e-11b2daccf1c4,"Lifting Belt","Visual Inspection",20003-64,2026-10-19,"Expiring Soon",3,"",TB-713,"2026-04-18 11:15:20.569001+00"
8ca473e4-3601-4d2b-8695-068dbbbf48d7,"Lifting Belt","Visual Inspection",LB48803,2026-10-19,"Expiring Soon",6,"",TB-703,"2026-04-18 11:15:20.569001+00"
2f38ed4d-a583-414b-96ce-14041b804ae8,"Lifting Belt","Visual Inspection",2508629,2026-09-30,Valid,3,"",TB-713,"2026-04-18 11:15:20.569001+00"
785f5c49-f787-4594-af2b-a5f35093a1c5,"Injector Head",MPI,IJ-723,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c8b32eaa-1363-46be-a822-ad7344d7e1cf,"Injector Head",MPI,IJ-726,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
4a3ed922-cb58-4095-9149-6e2a73bf54f3,Gooseneck,MPI,GK-722,2027-03-14,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
0bfb8dfb-035b-485e-a1e0-faa01899da05,Gooseneck,MPI,GK-723,2026-10-14,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c7b7a30e-230a-4651-863d-cffb51d47e6d,Gooseneck,MPI,GK-009,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c0f32d74-7eeb-4494-a15d-9b0fc4773a93,"Work Reel",MPI,WR-03,2026-07-11,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
db30c21e-26fa-44c6-9265-7f49236de24d,"Work Reel",MPI,WR-05,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
b0eb7fdd-0113-44a8-b820-111fc0150d9f,"Work Reel",MPI,WR-09,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
37a7c278-e639-4f45-93d5-75f0d65a00c7,"Work Reel",MPI,WR-12,2027-02-15,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d73437f8-a0ae-44b8-a51f-687d17c14283,"Work Reel",MPI,WR-32,2026-08-18,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
df9c288c-1809-408e-b7d7-96ab3b2bbf68,"Work Reel",MPI,WR-34,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
e2dc4555-271b-40cc-aaeb-b1e49fddf888,"Work Reel",MPI,WR-35,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
2c2df7e6-67c1-4aaa-96ff-95b362ccd46e,"Work Reel",MPI,WR-47,2027-02-10,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d7ba042d-cb6f-4086-a373-7301a7839bfc,"Work Reel",MPI,WR-50,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
4862fd89-a6f4-4de8-8807-eea028000fe5,"Work Reel",MPI,WR-51,2026-11-08,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
21826edc-fd25-4747-b5a7-f38e0f8b556b,"Work Reel",MPI,WR-52,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
03885274-4ed4-4a3f-8814-9b7378fb3fff,"Fluid Pump Skid",MPI,PU-12,2027-02-06,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
288ba618-8a8e-48b6-b080-5f113137abb3,"Fluid Pump Skid",MPI,PU-26,2026-07-23,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
b51073f3-2343-47ba-9a6d-0ce72f6bbde9,"Fluid End Driver Side",MPI,PU-03,2026-10-18,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c7944c91-2cb7-4836-b8c8-c261139b15e2,"Fluid End Passenger Side",MPI,PU-03,2026-10-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
da2ee777-fefd-42ce-b445-a7f6f4f6163e,"King Pin",MPI,PU-03,2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
5807fca1-f108-4e3e-97f7-4330f032f47e,"Fluid End Driver Side",MPI,PU-26,2026-07-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
75ee4265-944e-48e5-a905-05c8965b5dc7,"Fluid End Passenger Side",MPI,PU-26,2026-07-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
34707acd-8dc2-4626-87c5-be4303f690b1,"Fluid End Driver Side",MPI,PU-12,2026-09-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
814a5600-d82a-4edd-9ec0-bfb9adc3d67f,"Nitrogen Pump",MPI,NU-410,2027-02-06,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
38d6f8af-2510-48c3-bb4d-b78792136ccd,"Nitrogen Pump",MPI,NU-411,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
eaef6a08-3990-4339-84e9-476afbeb530e,"Nitrogen Pump",MPI,NU-416,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c199987a-0524-42e8-947b-e6e336c38a06,"Nitrogen Pump",MPI,NU-402,2026-05-28,Valid,"","",LOCATION,"2026-04-18 11:15:20.569001+00"
c9c1050a-d906-443a-828d-0d634fcda179,"Riser basket",MPI,RB-07,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7233e278-b96f-4e05-b001-82d71d75fd56,"Riser basket",MPI,RR-06,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
070c8de8-ae6c-4e12-a7fb-6f70beada9a9,"Riser basket",MPI,RB-06,2027-02-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
92164a45-5ada-4b35-9d42-1411ce91894e,"Riser basket",MPI,RB-08,2027-03-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
4073c00e-98a7-4a7e-89a2-9e17dc1feb65,"Riser basket",MPI,RB-02,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
0a42b3a4-17bd-449a-bc02-a60017103d1a,"Spreader Bar",MPI,SR-08,2026-08-26,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
29ed2eea-dbe2-4c8e-b081-120fd771a297,"Spreader Bar",MPI,190-M112-S101018012SB,2026-08-26,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
e20b7c95-2ca4-44d4-b2c0-f8be03c92642,"Spreader Bar",MPI,SR-01,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
760476d5-4948-4d58-a67f-301c89324e23,"Spreader Bar",MPI,"190-M122-S100417388 SP",2027-01-24,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ce51815b-232f-40ae-8142-80383a1a26b0,"Spreader Bar",MPI,SR-04,2027-01-24,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
9c118a1f-9190-4057-8fdd-8459890fc233,"Spreader Bar",MPI,SR-12,2027-01-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ac071960-c3b4-4152-b253-40212a7de78c,"Spreader Bar",MPI,SR-11,2026-06-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
8b822188-4b22-4ed1-9743-1366844f266c,"Skid Tank",MPI,ST-001,2026-09-20,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
cb744cd4-3d1f-4167-b49a-8f8def6a34ea,"Skid Tank",MPI,ST-003,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
6e7ce203-072e-475c-b866-c934e41b174e,"Skid Tank",MPI,ST-004,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
a29cafff-720d-457b-95d3-1af9f59c5d6b,"Frac Tank",MPI,"FT-127 KingPin",2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
195f3f2e-e0aa-40b0-b06d-e9d0ffd5b65e,"Frac Tank",MPI,"FT-127 Pad eyes",2026-11-02,Valid,"","","","2026-04-18 11:15:20.569001+00"
e50d870b-86f1-4d9f-b11c-0508a323fe68,"Frac Tank",MPI,"FT132 KingPin",2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
f947bfeb-6790-4054-b83c-8122dd8ab080,"Frac Tank",MPI,"FT132 Pad eyes",2026-11-02,Valid,"","","","2026-04-18 11:15:20.569001+00"
61d68ad2-66a2-45c7-a75b-3960c0aa95b5,"Frac Tank",MPI,"FT-135 KingPin",2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
df48854e-0abf-4148-a65b-997d64e183f4,"Frac Tank",MPI,"FT-135 Pad eyes",2026-11-02,Valid,"","","","2026-04-18 11:15:20.569001+00"
bac5e4ac-11bc-471d-b716-d3656ee88eeb,"Gin Pole",MPI,GP-IJ-723,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
574e6700-b53c-46d6-898d-8e0aaea5a222,"Gin Pole",MPI,IJ-GP-722,2027-02-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
435aa73e-b651-42f6-83a5-3407a17fb8f7,"Gin Pole",MPI,IJ-GP-712,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7179eb35-499a-476e-a7f4-e6443306a69c,Basket,MPI,HB-02,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d6b0af25-075d-4af4-a180-43876df19216,Basket,MPI,IB-0033,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
a829980e-4301-483c-a830-1c6b35d65fa6,Basket,MPI,HB-03,2027-02-10,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
38ecf4a9-5840-439a-997c-ddd22cc1d414,Basket,MPI,HB-05,2026-08-23,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
93ecacb6-6481-4357-af1a-4753cd4602ca,Basket,MPI,NPS-STM-BSKT7957-1,2026-09-28,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
e18e6bbf-4710-467b-8cd6-3f099a1029ad,"Iron Basket",MPI,IB-15,2027-03-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
557b8f25-e3d5-4be6-94e4-e29c4c38ea02,"Iron Basket",MPI,IB-07,2026-07-11,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
9c123ad9-bf0f-452d-aa5b-d4c6038ce356,"Iron Basket",MPI,PUIB-06,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
da2def24-853a-48ae-901a-957895b899f3,"Iron Basket",MPI,IBPU-004,2026-05-20,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
0c391da7-e873-4522-b579-04ac4ffa2266,"Iron Basket",MPI,PU-IB-10,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
40e043a2-9d3a-4520-9d7b-c787d8ec4f6a,"Iron Basket",MPI,STMB-02,2026-06-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
9b98866c-6e55-423a-bb97-f031cfe96f16,"Iron Basket",MPI,PU-IB-05,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
bde75b87-5e6c-46f5-a460-cdc18b63e314,Basket,MPI,IB-03,2027-02-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d89ae433-d188-4ba4-90f1-62e630217125,Basket,MPI,IB-01,2027-02-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
133f60b1-e5dd-42e0-9d1a-49e776fc736f,Basket,MPI,NPS-CT-IB-0005,2027-03-09,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7b1a18d2-54fd-4ff0-988a-b5be204aad15,"Tool Container",MPI,TB-710,2026-09-20,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7fb7a1de-37dc-43a7-95f1-4c08675ad1ed,"Tool Container",MPI,TB-703,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ce80c485-f184-441b-86f9-d0c838bf559b,"Tool Container",MPI,TB-720,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
83188d95-5691-4f86-b7d0-394c78ff6737,"Tool Container",MPI,TB-713,2027-02-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
b2544f04-7f01-4581-9e0f-1a6e7f511207,"DIESEL TANK",MPI,"DT 21",2026-07-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
67145b36-ddf8-4067-8ea0-5fb389aba0c0,MANIFOLD,MPI,MF-05,2026-08-23,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
a5b30ac3-4cfc-4b3e-82ce-5e2f0f297e3c,MANIFOLD,MPI,MF-04,2027-02-10,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
778faa03-2f6a-4d84-8e48-0977915b294b,"Cement Block",MPI,CB-50,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
0b1a7f8b-ca83-49e5-9a4c-401802b7ae0e,"Cement Block",MPI,CB-37,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
15b37473-16dc-47cb-9c7d-2d392fc08461,"Cement Block",MPI,CB-004,2027-01-19,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
f4f9c75b-3e38-4149-b3c4-6d83594abaa6,"Cement Block",MPI,CB-0023,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
a347f751-cfad-48d6-84e5-421e838198e7,"Cement Block",MPI,CB-019,2027-04-05,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
8b344117-db33-4289-84db-cf4e67668f8c,"Hose Reel",MPI,HR-722,2026-06-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7e31fdf8-7d78-47b0-8abd-a0c77484f455,Trailer,MPI,TL-410,2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
